"Product SKU";"Name";"Category";"Wholesale price";"EAN";"Variation";"Variation SKU";"Width";"Height";"Quantity";"Description";"Main image"
"2487-911";"Trapero";"Pest Repeller";"4.54";"3831125003389";"";"2487-911";"";"";"32";"Trapero – humane mousetrap. Catch all the rodents from your home, garage, stall, or any place you noticed them. This is an effortless, harmless, and safest way of catching them.. Improved design. This trap is designed with the intent to be used in catch and release style, it is the more humane process of catching the rodents. Once they are in the trap, release them in the wild.. Leaves traditional traps in the past. This mouse trap has more advantages than traditional ones. You do not have to use glue, that gets all over you, and you do not have contact with dead rodents.. This trap is 100% safer for your children and pets. Traditional traps are very dangerous for the kids since they find it fun to play with. Your pets can also get hurt or poison themselves with traditional traps.. Easy to set up and use. All you have to do is to place the trap on a standard 19 L bucket (which is not included in the packaging). Then put a little bit of food at the end of the cover, and in the bucket in order to catch the mice and rats.. Catches more rodents at the same time. Unlike other traps that can only catch 1 or 2 rodents, Trapero automatically resets and can catch upwards of 30 mice and 10+ medium size rates..";"https://zoho-site.com/cdn/img/908164.jpg"
"2451-911";"Cristally";"Home";"11.72";"3831125003648";"";"2451-911";"";"";"32";"Cristally – Decorative lamp. Bring in a dash of romantic atmosphere into any space with a beautiful table lamp that provides incredible illumination!. Create the most magical atmosphere. The geometric design reflects light in amazing shapes. This creates a lovely and cosy setting for any event.. Perfect for special occasions. Cordless lamp is perfect table lamp for any restaurant. You can use it at home to make special occasions even more elegant and festive.. Change the light with a single touch. Choose easily the most appropriate lighting and change it by simply touching the lamp. There are three settings you can choose from to create the right atmosphere.. Consumes less energy. This rechargeable lamp consumes less energy compared to regular lamps. It will save you money, plus you do not have to buy batteries every single time.. Save money on decoration. Other than providing light, the elegant lamp will serve as a room decoration. The lamp will look amazing on a coffee table, on a book shelf or in even on the bedside table..";"https://zoho-site.com/cdn/img/768203.jpg"
"0023-912";"For a boy";"Product sets";"15.19";"3831125015337";"";"0023-912";"30";"105";"31";"Christmas toy set. Ensure your little ones the most joyful holidays with this colorful toy set. You will get an interactive board game, a robotic dog toy, a Christmas tree with 24 decorations, and 3 Christmas bags for packing. Materials: Non-woven fabric, polypropylene, silicon, ABS, polyester felt.. A handful of gifts for the price of one. Choose the most creative gift, that is not only going to be fun, but also useful for your little ones. Let this month be a month of gifts and fun!. For unforgettable holidays. Having these smart, interesting toys your kids will be delighted, and they will have fun all day. Enjoy together on cozy, winter days spending your time in the best possible way.. The most fun way of learning and developing skills. These toys are not just for fun, but also for learning. Interactive board game and robot dog will help children develop their coordination and logical thinking. Advent Christmas tree will enhance their imagination.. Full enjoyment while waiting for the Christmas break. Christmas advent tree will be the perfect way for kids to have fun while playing with parents. Discover a new ornament every day and enjoy together decorating the Christmas tree all month long.. For quality time away from the screen. The kids will play all day long and spend quality time with their friends away from telephone screens. These fun games will be interesting to play every day, at parties and birthdays..";"https://zoho-site.com/cdn/img/2110021.jpg"
"3027-911";"Drill CroneX";"DIY";"15.51";"3831125013722";"";"3027-911";"";"";"31";"Drill CroneX - Set of 3 drill bits for hard materials. Drill a perfect circular 30 mm, 40 mm or 60 mm hole in the toughest materials easy like cutting bread. Drilling holes through stone, granite, wood, ceramic and bricks, has never been easier thanks to the strong central drill bit..";"https://zoho-site.com/cdn/img/1690429.jpg"
"2486-911";"PopFun";"Toy";"5.76";"3831125002580";"";"2486-911";"";"";"31";"PopFun – fun board game. Super fun interactive game for kids and adults. This fidget toy comes with two dice and allows the whole family to play interactive games and make their own rules.. Entertaining and intelligent board game. Children will enjoy playing this game. It will wake up children’s logical thinking, keep their focus, and improve their mathematics thinking.. Stress relief game. This game with bubble poppers will help you and your kids to relieve stress while playing. By pressing and squeezing this silicone board, it will stimulate your mental comfort and emotional release.. Life without anxiety and nervousness. At the end of the day, this game will help your kids to forget about all the nervous moments they had during the day.. Your game your rules. You can choose to play with or without dice. Ask your kids to think of some rules, and that will teach them to think and find solutions for different situations.. Suitable for all ages. With its functions, this set is suitable for all ages and all family members. Made of safe materials even your youngest ones can play with it..";"https://zoho-site.com/cdn/img/905641.jpg"
"0007-915";"Vitamin D3 Capsules";"Health";"2.84";"3831125010936";"";"0007-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1571725.jpg"
"0006-915";"Omega 3 Capsules";"Health";"2.18";"3831125010943";"";"0006-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1571650.jpg"
"0021-915";"Electrolytes Avet";"Health";"3.3";"3831125010745";"";"0021-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1611262.jpg"
"0020-915";"Zinc Vitamin C 30 Tablets";"Health";"4.29";"3831125010738";"";"0020-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1613416.jpg"
"0019-915";"Vitamin D Capsules";"Health";"4.07";"3831125010752";"";"0019-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1614098.jpg"
"0009-915";"Biotin Capsules";"Health";"3.72";"3831125010912";"";"0009-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1571731.jpg"
"0008-915";"Lutein Capsules";"Health";"3.72";"3831125010929";"";"0008-915";"";"";"29";"";"https://zoho-site.com/cdn/img/1571730.jpg"
"3065-911";"Toywood";"Toy";"4.95";"3831125013203";"";"3065-911";"";"";"28";"Toywood – Interesting puzzle toy. Enjoy more fun with your family with the innovative puzzle toy! The puzzle set with different pieces in bright colors and geometrical shapes will keep kids occupied for hours. Material: Wood. A new fun dimension of learning. Colorful shapes which can be easily assembled into different letters and numbers with the help of cards are a fun way to learn. Kids will also be encouraged to develop logical thinking.. Encourages imagination and creativity in kids. Kids can construct their favorite toys, animals and anything they can imagine with the puzzle`s parts. The toy allows the kids to express their creativity and stimulates their imagination.. Endless possibilities and zero boredom. Your solution for children`s boredom – the possibilities for play with this puzzle are endless. Besides using the cards which provide activities you and your little ones can invent your own games.. Promotes motor skills and space awareness development. By observing the cards and trying to make forms on the wooden base the kids will greatly improve their special awareness as well as motor skills. The pieces are adjusted to their tiny hands.. Stimulates interactions and socialization. Through questions and communication about the shapes, letters and numbers, kids will become more open. This will help them feel surer and relaxed in their interactions with their peers and others..";"https://zoho-site.com/cdn/img/1851011.jpg"
